"Nombre de Cuenta", "Número de Cuenta", "Razon Social", "Nombre Comercial", "RUT", "GR", "Miembro de", "Tipo", "Página web", "EMAIL Principal", "Teléfono Principal", "Facturación Anual", "Celular", "Email (Alternativo)", "Teléfono Secundario", "Fecha Creación Empresa", "Aniversario", "Rubro", "Cantidad Empleados", "Sub Grupo de Actividad", "Modificado por", "Grupo de Actividad", "Exportador?", "Importador?", "RUT anterior", "Interviene DOCUMENTOS", "Empresa Familiar", "Socio CEF", "Fecha de Creación", "Asignado a", "Fuente", "No Enviar Email", "Responsable Pagos", "Fecha de Modificación", "Región / Localidad", "Dirección (Factura)", "Dirección (Envío)", "Ciudad (Factura)", "Ciudad (Envío)", "Código Postal (Factura)", "Código Postal (Envío)", "País (Factura)", "País (Envío)", "Departamento (Factura)", "Departamento (Envío)", "Descripción", "Número único", "Tipo de socio", "Estado"
"Novus Importaciones","ACC2582","Novus Importaciones SRL","Novus Importaciones","0","0","","","","macosta@novusuy.com","","0.00000000","99305404","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Canelones","","","","","","","","","","","D. Villar","","",""
"NST Group","ACC2583","NST SRL","NST Group","216558050017","0","","Empresas Socias Directas","www.nst.group/home","gabriela@nst-group.com","24024789","0.00000000","","","","","","Tecnología-Telecomunicaciones- actividades conexas","Mediana (20 a 99)","22","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","","Montevideo","L. Viana","216558050017","TS02","SOLIC-BAJA"
"Nuevocentro Shopping","ACC2584","Nuevocentro SA","Nuevocentro Shopping","216182830011","0","","Empresas Socias Directas","","alex@nuevocentroshopping.com.uy","22003333","0.00000000","","","","","","Supermercados- Centro Comerciales- Retail","Mediana (20 a 99)","21.1","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","216182830011","TS02","VIG"
"Redpagos","ACC2585","Nummi SA","Redpagos","214445550018","0","","Empresas Socias Directas","www.redpagos.com.uy","rrhh@redpagos.com.uy","27008788","0.00000000","","marketing@redpagos.com.uy","","","","Intermediación Financiera- Seguros- inversión","Grande (más 99)","7","admin","14. Intermediación financiera, seguros y pensiones","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","Av. Rivera 2452","Av. Rivera 2452","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214445550018","TS02","VIG"
"NUVO COSMETICOS","ACC2586","NUVO COSMETICOS SA","NUVO COSMETICOS","210958750017","0","","Empresas Socias Directas","www.nuvo.com.uy","GonzaloPascual@tupperware.com","0800 6886","0.00000000","","","","","","Industria Farmacéutica","Grande (más 99)","1","admin","10. Comercio en general","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210958750017","TS02","VIG"
"OCA","ACC2587","OCA SA","OCA","211739340016","0","","Empresas Socias Directas","www.oca.uy","compras@oca.com.uy","29018839","0.00000000","","","","","","Intermediación Financiera- Seguros- inversión","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Montevideo","","","","","","","","Uruguay","","","L. Viana","211739340016","TS02","VIG"
"Refescos UPI","ACC2588","OCLERIL S.A","Refescos UPI","0","0","","","","octaviolandoni@gmail.com","","0.00000000","95411493","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:57","Salto","","","","","","","","","","","D. Villar","","",""
"FRIGO LA TRINIDAD","ACC2589","OFERAN SA","FRIGO LA TRINIDAD","213523080012","0","","Empresas Socias Directas","","latrini@adinet.com.uy","43642515 /43642562","0.00000000","","","","","","Industria Frigorífica","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Flores","","","","","","","","Uruguay","Flores","Flores","L. Viana","213523080012","TS02","VIG"
"Ingenia","ACC2590","OIM LTDA","Ingenia","214796240011","0","","Empresas Socias Directas","www.ingenia.com.uy","cmaiorano@ingenia.com.uy","29019240 Int 230","0.00000000","","","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214796240011","TS02","VIG"
"EcoGestiones","ACC2591","Olecar SA","EcoGestiones","213590820014","0","","Socios Indirectos","","ale.garlati@gmail.com","","0.00000000","95357669","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Cerro Largo","","","","","","","","","","","D. Villar","213590820014","",""
"FRIGORIFICO PANDO","ACC2592","ONTILCOR SA","FRIGORIFICO PANDO","212465950015","0","","Empresas Socias Directas","www.fmp.com.uy","r.urgal@fmp.com.uy","22922093","0.00000000","099682161","","","","","Industria Frigorífica","Grande (más 99)","","admin","","1","0","0","1","1","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Canelones","","","","Pando","","","","Uruguay","Montevideo","Canelones","L. Viana","212465950015","TS02","VIG"
"OPRUMIN","ACC2593","OPRUMIN SA","OPRUMIN","214794460014","0","","Empresas Socias Directas","www.oprumin.com","ismael@oprumin.com","26966644","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Canelones","","","","","","","","Uruguay","","","L. Viana","214794460014","TS02","VIG"
"OMEU","ACC2594","ORGANIZACIÓN DE MUJERES EMPRESARIALES DEL URUGUAY","OMEU","0","668","","Gremiales/Asociación","","i.helguera@omeu.org.uy","","0.00000000","96129700","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","","","","","","","","","","","","L.González","","TS03","VIG"
"OROFINO","ACC2595","OROFINO SA","OROFINO","212312340016","0","","Empresas Socias Directas","www.orofino.com.uy","orofino@orofino.com.uy","29290814","0.00000000","","","","","","Bazar-Ferretería-Pinturería","Grande (más 99)","4","admin","10. Comercio en general","0","0","0","0","1","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","212312340016","TS01","VIG"
"OSE","ACC2596","OSE","OSE","0","0","","","","fredidnasr@gmail.com","","0.00000000","99138160","","","","","Sector Público","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Tacuarembó","","","","","","","","","","","D. Villar","","",""
"OSOM","ACC2597","OSOM DIGITAL SRL","OSOM","217459300013","0","","Empresas Socias Directas","www.osomdigital.com","martiniano@osomdigital.com","95983155","0.00000000","93984460","info@osomdigital.com","","","","Tecnología-Telecomunicaciones- actividades conexas","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","","","","","","","","Uruguay","","","L. Viana","217459300013","TS02","SOLIC-BAJA"
"PAITA SA","ACC2598","PAITA SA","PAITA SA","214958120016","0","","Empresas Socias Directas","","jcat@paita.com.uy; cjauregui@paita.com.uy","26243494","0.00000000","","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","","","","","","","","","","","","L.González","214958120016","TS02","BAJ"
"PAMER PAPELERA MERCEDES","ACC2599","PAMER SA","PAMER PAPELERA MERCEDES","210000530018","0","","Empresas Socias Directas","www.pamer.com.uy","falgorta@pamer.com.uy","24804242","0.00000000","","","","","","Industria de la Madera-Celulosa- Papel","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","Luis Alberto de Herrera 3113","Luis Alberto de Herrera 3113","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210000530018","TS01","VIG"
"PAMPIN Y CIA.","ACC2600","PAMPIN Y COMPAÑIA SA","PAMPIN Y CIA.","210702430013","0","","Empresas Socias Directas","www.pampin.com.uy","pampin@pampin.com.uy","2924 0608","0.00000000","","","","","","Bazar-Ferretería-Pinturería","Mediana (20 a 99)","","admin","","0","0","0","0","1","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","","",""
"Panadería Los 33","ACC2601","PANADERIA LOS 33 SAS","Panadería Los 33","219260200011","0","","Empresas Socias Directas","","andreacorrearijo@gmail.com","44427811","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","","","admin","","0","0","0","0","1","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Lavalleja","","WASHINGTON BELTRAN Nº 1030","","","","","","Uruguay","","","L. Viana","219260200011","",""
"PEPSICO URUGUAY","ACC2602","PAPAS CHIPS SA","PEPSICO URUGUAY","210158640012","0","","Empresas Socias Directas","www.pepsico.com","diego.hekimian@pepsico.com","23155510","0.00000000","","","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","Grande (más 99)","","admin","","0","0","0","0","0","","2023-09-05 18:26:45","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","","","","","","","","Uruguay","","","L. Viana","210158640012","TS02","VIG"
"Papelería Aldo","ACC2603","PAPELERIA ALDO SA","Papelería Aldo","210003030016","0","","Empresas Socias Directas","www.empresas.aldo.com.uy","nadia.villanueva@aldo.com.uy","29024000/134","0.00000000","","","","","","Librería- Papelería - Artículos de oficina","Mediana (20 a 99)","","admin","","0","1","0","0","1","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","210003030016","TS02","VIG"
"ECOTECNO","ACC2604","PARTRY SA","ECOTECNO","214314640013","0","Accounts::::CEGRU","Empresas Socias Directas","www.ecotecno.com.uy","gabrielm@ecotecno.com.uy","24093454","0.00000000","","","24072824","","","Logística –Transporte – Distribuidora - Almacenamiento","Grande (más 99)","6.1","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:58","Montevideo","JOSÉ ENRIQUE RODÓ 1761","JOSÉ ENRIQUE RODÓ 1761","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","214314640013","TS02","VIG"
"Patzca","ACC2605","Patzca SRL","Patzca","0","0","","","","barracalealuy@gmail.com","","0.00000000","98224431","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Soriano","","","","","","","","","","","D. Villar","","",""
"PAYCUEROS","ACC2606","PAYSANDU INDUSTRIA DEL CUERO SA","PAYCUEROS","210073410012","0","","Empresas Socias Directas","www.sadesa.com","fabraedi@sadesa.com","29155255","0.00000000","","","","","","Textiles - vestimentas - cuero y calzado","Grande (más 99)","","admin","","1","0","0","1","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Paysandú","","","","","","","","Uruguay","Paysandú","Paysandú","L. Viana","210073410012","TS01","VIG"
"GRUPO MACCIO","ACC2607","PEDRO MACCIO Y COMPAÑIA SA","GRUPO MACCIO","210213820013","0","","Empresas Socias Directas","www.grupomaccio.com","mariana@grupomaccio.com","22111010","0.00000000","","","","","","Ganadería - Agricultura y Actividades Conexas","Grande (más 99)","","admin","","0","0","0","0","1","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","","","","","","","","Uruguay","Montevideo","Montevideo","","210213820013","TS02","VIG"
"Percoland","ACC2608","Percoland SA","Percoland","0","0","","","","lasachiras@lasachiras.com.uy","","0.00000000","99890215","","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Treinta y Tres","","","","","","","","","","","D. Villar","","",""
"PEREIRA KLICHE","ACC2609","PEREIRA KLICHE LTDA","PEREIRA KLICHE","210247610011","0","","Empresas Socias Directas","www.pereirakliche.com","pkl@pereirakliche.com","29161376","0.00000000","","","","","","Servicios Profesionales- Técnicos Especializados -Certificaciones","Pequeña (5 a 19)","1","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","1","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","","","","","","","","Uruguay","","","L. Viana","210247610011","TS02","VIG"
"ISSA COUTURE","ACC2610","PEREIRA SIERRA MARIA CRISTINA","ISSA COUTURE","216842920012","0","","","","","27113170","0.00000000","","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","","","","","","","","","","","","","","",""
"Impactos Audiovisuales","ACC2611","PEREZ BARROS JUAN MANUEL Y ROVERE MORALES JOHANA LAURA","Impactos Audiovisuales","219043990014","0","","","","","","0.00000000","98697557","","","","","","Micro (1 a 4)","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","","","","","","","","","","","","","",""
"PESQUERIAS BELNOVA","ACC2612","PESQUERIAS BELNOVA SA","PESQUERIAS BELNOVA","210345260015","0","","Empresas Socias Directas","www.belnova.com.uy","mrodriguez@belnova.com.uy","29150018","0.00000000","097734292","","29021717","","","Industria Frigorífica","Mediana (20 a 99)","","admin","3. Pesca","1","0","0","1","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","","","","","","","","Uruguay","","","L. Viana","210345260015","TS02","VIG"
"PLUSPETROL","ACC2613","PLUSPETROL URUGUAY SA","PLUSPETROL","217125480013","0","","Empresas Socias Directas","www.pluspetrol.net/uruguay.php","spanetta@pluspetrol.net","18383200","0.00000000","","","","","","Industria-Energía-Minería","Grande (más 99)","Residual","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","Dr, Luis Bonavita 1266","Dr, Luis Bonavita 1266","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","217125480013","TS02","VIG"
"Unimate RPA","ACC2614","PMN CONSULTORES SRL","Unimate RPA","217407640018","0","","Empresas Socias Directas","www.unimaterpa.com","javier@unimaterpa.com","08001086","0.00000000","","info@unimaterpa.com","20351110","","","Tecnología-Telecomunicaciones- actividades conexas","Pequeña (5 a 19)","22","admin","19. Servicios profesionales, técnicos, especializados y aquellos no incluidos en otros grupos","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","WTC Torre III Piso 12","WTC Torre III Piso 12","","","","","","Uruguay","Montevideo","Montevideo","L. Viana","217407640018","TS02","VIG"
"CASA GRECO","ACC2615","PODESTA HNOS SA","CASA GRECO","210194420019","0","","Empresas Socias Directas","www.casagreco.uy","apodesta@casagreco.uy","29031031","0.00000000","","","","","","Textiles - vestimentas - cuero y calzado","Mediana (20 a 99)","","admin","","0","0","0","0","1","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","","","","","","","","Uruguay","","","L. Viana","210194420019","TS02","VIG"
"POLLIO CIRION LUISA","ACC2616","POLLIO CIRION LUISA","POLLIO CIRION LUISA","1275959-4","0","","Empresas Socias Directas","","lpollio@nobilis.com.uy","","0.00000000","99685014","gcc@nobilis.com.uy","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","","","","","","","","","","","","L.González","1275959-4","TS02","BAJ"
"PONTYN","ACC2617","PONTYN SA","PONTYN","210182980014","0","Accounts::::AIMA","Empresas Socias Directas","www.pontyn.com.uy","contaduria@pontyn.com.uy","2224955","0.00000000","","pontyn@pontyn.com.uy","","","","Procesamiento y conservación de alimentos - bebidas y tabaco","","","admin","","0","0","0","0","1","Socio","2023-09-05 18:27:36","vpopovich@cncs.com.uy","IMPORT","0","","2026-04-17 12:33:59","Montevideo","Capitán Lacosta 4841","CAPITAN LACOSTA 4841","","","","","","Uruguay","Montevideo","Montevideo",".","210182980014","",""
"Por el Bienestar","ACC2618","Por el Bienestar SRL","Por el Bienestar","214634970014","0","","","","bienestar100@hotmail.com","","0.00000000","98717570","","","","","","Mediana (20 a 99)","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Canelones","","","","","","","","","","","D. Villar","","",""
"PORTABET","ACC2619","PORTABET SA","PORTABET","216909630010","0","","Empresas Socias Directas","","mgarcia@lasegunda.com.ar","27052926","0.00000000","","info@portabet.com.uy","","","","","","","admin","","0","0","0","0","0","","2023-09-05 18:27:36","admin","IMPORT","0","","2026-04-17 12:33:59","Montevideo","","","","","","","","","","","L.González","216909630010","TS02","BAJ"
